question,arm,status,family,tuning,term,p_wcb,p_holm,sig_wcb,sig_holm,flips,n_groups
q_intentionality,moral,n/a,gemma,pretrained,sign_c,0.7518759379689844,1.0,False,False,False,39
q_intentionality,nonmoral_pooled,n/a,gemma,pretrained,sign_c,0.0495247623811905,0.2476238119059525,True,False,True,40
q_intentionality,nonmoral_prudential,n/a,gemma,pretrained,sign_c,0.1140570285142571,0.4562281140570284,False,False,False,37
q_intentionality,nonmoral_procedural,n/a,gemma,pretrained,sign_c,0.5242621310655328,1.0,False,False,False,40
q_intentionality,moral_vs_nonmoral_pooled,n/a,gemma,pretrained,sign_c:arm_c,0.7678839419709855,1.0,False,False,False,40
q_intentionality,moral,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,39
q_intentionality,nonmoral_pooled,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_intentionality,nonmoral_prudential,n/a,gemma,finetuned,sign_c,0.0200100050025012,0.0400200100050024,True,True,False,37
q_intentionality,nonmoral_procedural,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_intentionality,moral_vs_nonmoral_pooled,n/a,gemma,finetuned,sign_c:arm_c,0.3486743371685843,0.3486743371685843,False,False,False,40
q_intentionality,moral,n/a,llama,pretrained,sign_c,0.8804402201100551,0.8804402201100551,False,False,False,39
q_intentionality,nonmoral_pooled,n/a,llama,pretrained,sign_c,0.0,0.0,True,True,False,40
q_intentionality,nonmoral_prudential,n/a,llama,pretrained,sign_c,0.025512756378189,0.07653826913456699,True,False,True,37
q_intentionality,nonmoral_procedural,n/a,llama,pretrained,sign_c,0.0,0.0,True,True,False,40
q_intentionality,moral_vs_nonmoral_pooled,n/a,llama,pretrained,sign_c:arm_c,0.0465232616308154,0.0930465232616308,True,False,True,40
q_intentionality,moral,n/a,llama,finetuned,sign_c,0.7898949474737369,1.0,False,False,False,39
q_intentionality,nonmoral_pooled,n/a,llama,finetuned,sign_c,0.6908454227113556,1.0,False,False,False,40
q_intentionality,nonmoral_prudential,n/a,llama,finetuned,sign_c,0.5547773886943472,1.0,False,False,False,37
q_intentionality,nonmoral_procedural,n/a,llama,finetuned,sign_c,0.1695847923961981,0.8479239619809904,False,False,False,40
q_intentionality,moral_vs_nonmoral_pooled,n/a,llama,finetuned,sign_c:arm_c,0.9344672336168084,1.0,False,False,False,40
